nct_id,phase,completion_date,limitations_and_caveats,why_stopped,result_group_id,#AE_probability,#AE_Subjects,#Total_Subjects,time_frame,AEdescription,Treatment,Treatment_description
NCT00262951,Phase 2,8/1/11,NA,Closed at a planned interim analysis by meeting a predefined toxicity endpoint,528232,0.52173913,12,23,Adverse events were assessed during study treatment and for 1 month following study treatment (for up to 10 months).,NA,Pancreatic Adenocarcinoma Patients,"Pancreatic Adenocarcinoma Patients treated with chemotherapy regimen and radiation (and or surgery). Patients were given one cycle of continuous infusion 5-FU (175 mg/m^2/day for 38 days), weekly cisplatin 30 mg/m^2 over 1 hour, and IFN-alpha-2b (3 million units given subcutaneously on days 1, 3, and 5 of each week for 5å_ weeks) with radiation therapy (5040 cGy total, in 28 fractions, at 180 cGy/fraction daily, Monday ‰ÛÒFriday, for 5å_ weeks) followed by two cycles of bolus 5-FU alone (500 mg/m^2 weekly * 6, followed by 2 weeks of rest)."
NCT00266812,Phase 2,1/1/08,NA,Patient target could not be reached within the planned timeframe.,526841,0.307692308,4,13,NA,NA,Radiotherapy Alone,"2 regimens are allowed: a) 20 fractions of 2 Gray each, on days 1 to 5, 8 to 12, 15 to 19, and 22 to 26; b) 10 fractions of 3 Gray each, administered on days 1 to 5 and 8 to 12."
NCT00266812,Phase 2,1/1/08,NA,Patient target could not be reached within the planned timeframe.,526842,0.444444444,8,18,NA,NA,Chemotherapy With Temozolomide and Radiotherapy,"Oral temozolomide 75mg/m2/day for 14 days, during radiation treatment, and later on temozolomide 100mg/m2/day at 14 days on/14 days off, until unacceptable toxicity or evidence of disease progression for up to 6 cycles from initial treatment. Radiotherapy (as in Intervention 2)."
NCT00268437,Phase 2,3/1/15,NA,"Trial closed early because, during an interim analysis, the primary endpoint fell short.",526385,0.222222222,6,27,NA,NA,Pemetrexed/Carboplatin,"Pemetrexed+Carboplatin+Radiation carboplatin: carboplatin is to be given on days 1 and 22 of the 5 å_ weeks of radiation treatment.Pemetrexed: Pemetrexed is to be given on days 1 and 22 of the 5 å_ weeks of radiation treatment.Radiation therapy: Radiation therapy begins day 1 and continues for 5 å_ weeks (45 Gy in 22-25 fractions of 1.8 Gy to extended field; 50.4 Gy in 28 fractions within boost field).Conventional surgery"
NCT00272961,Phase 2,8/1/08,Results for ‰Û÷change from standing to sitting SBP and DBP‰Ûª and ‰Û÷change from pre-dose to post-dose SBP and DBP‰Ûª are reported only at Week 10 as per changes in planned analysis because of early termination of the study and clinical development program.,See termination reason in detailed description.,525450,0.1,1,10,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",TBC3711 100 mg,"Participants who received placebo matched to TBC3711 tablet orally once daily in 2-week Placebo Run-in Phase, received TBC3711 50 mg tablet and 3 matching placebo tablets orally once daily for 1 week followed by 2 TBC3711 50 mg tablets (equivalent to TBC3711 100 mg) and 2 matching placebo tablets orally once daily for 9 weeks in 10-week Treatment Phase."
NCT00272961,Phase 2,8/1/08,Results for ‰Û÷change from standing to sitting SBP and DBP‰Ûª and ‰Û÷change from pre-dose to post-dose SBP and DBP‰Ûª are reported only at Week 10 as per changes in planned analysis because of early termination of the study and clinical development program.,See termination reason in detailed description.,525451,0.090909091,1,11,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",TBC3711 50 mg,"Participants who received placebo matched to TBC3711 tablet orally once daily in 2-week Placebo Run-in Phase, received TBC3711 50 mg tablet and 3 matching placebo tablets orally once daily in 10-week Treatment Phase."
NCT01428219,Phase 2,9/1/15,NA,Closed due to slowing enrollment and negative results of a phase III trial using cabozantinib.,136555,0.64,16,25,NA,NA,Cabozantinib (XL184),"Cabozantinib is available in capsule form. The dose is 60 mg daily by mouth. Subjects with disease progression at 6 weeks who do not have significant toxicities may remain on therapy for an additional six weeks until a progression is confirmed. Further study drug administration beyond 12 weeks will be at the discretion of the investigator provided that the subject does not have disease progression, does not have unacceptable side effects, does not withdraw from study, or does not have a medical condition or illness that renders the subject unacceptable to receive further study drug."
NCT00281528,Phase 2,3/1/11,NA,sufficient mature data to complete a final analysis,523817,0.405063291,32,79,Up to 54 months,NA,130 mg/m^2 ABI-007 Weekly,130 mg/m^2 of ABI-007 every week and 10 mg/kg bevacizumab every 2 weeks
NCT00281528,Phase 2,3/1/11,NA,sufficient mature data to complete a final analysis,523819,0.293333333,22,75,Up to 54 months,NA,260 mg/m^2 ABI-007 Every 3 Weeks,260 mg/m^2 of ABI-007 every 3 weeks and 15 mg/kg bevacizumab every 3 weeks.
NCT00281528,Phase 2,3/1/11,NA,sufficient mature data to complete a final analysis,523818,0.296296296,16,54,Up to 54 months,NA,260 mg/m^2 ABI-007 Every 2 Weeks,260 mg/m^2 of ABI-007 every two weeks and 10 mg/kg bevacizumab every 2 weeks
NCT00281879,Phase 2,3/1/08,Early termination,NA,523379,0.85,17,20,NA,NA,BEAM Regimen,"On the day of your admission, you will start to take a drug called allopurinol which helps to protect your kidneys as your body works to discharge cells killed off by your chemotherapy and TBI. Chemotherapy will begin on Day -6 with carmustine (BCNU), followed by etoposide (VP-16), cytosine arabinoside (ARA-C), and melphalan. This conditioning regimen is known as the BEAM regimen. The dose of this therapy is high enough to kill cancer cells but will also kill all of your normal blood forming cells. Subjects undergoing the BEAM regimen will not have total body irradiation (TBI)."
NCT00281879,Phase 2,3/1/08,Early termination,NA,523381,0.7890625,101,128,NA,NA,Cyclophosphamide (Cytoxan) and Total Body Irradiation (TBI),"On admission day, you will start to take a drug called allopurinol which helps to protect your kidneys as your body works to discharge cells killed off by your chemotherapy and TBI. Allopurinol tablets will be given to you by mouth up to three times a day for 7 days. You will begin radiation therapy to your entire body at the start of your transplant treatment. This procedure is called TBI (total body irradiation). Radiation will be given to you 2 times a day for 3 or 4 days. After the radiation treatment, you will receive two doses of cyclophosphamide by vein (through a small plastic tube leading into the bloodstream). Each dose takes about 2 hours to administer. When you are given cyclophosphamide, you will also be given a medication called MESNA to help protect your bladder from damage. After you have completed the cyclophosphamide you will rest one day without any anti-cancer therapy."
NCT00281879,Phase 2,3/1/08,Early termination,NA,523374,1,1,1,NA,NA,"Cyclophosphamide, Etoposide (VP16) and TBI (Pediatric Only)","On the day after your admission, you will start receiving radiation therapy (TBI). Radiation will be given to you 2 times a day for 3 days. On the next day, you will then begin your chemotherapy with a drug called etoposide. This medicine will be given to you by an infusion into your bloodstream through a small tube in the vein of your arm for one day. After the etoposide treatment, on the next day you will receive cyclophosphamide (also known as Cytoxan) for 2 days. When you are given cyclophosphamide, you will also be given a medication called MESNA to help protect your bladder from damage. After you have completed the cyclophosphamide you will rest one day without any anti-cancer therapy. This allows your body time to remove and inactivate the chemotherapy. After a day of rest, you will be given your donor‰Ûªs cells."
NCT00281879,Phase 2,3/1/08,Early termination,NA,523376,0.666666667,6,9,NA,NA,ATG For Cord Blood Transplants,"If you are undergoing a pre-transplant conditioning regimen prior to undergoing a cord blood transplant, you will receive a drug called ATG to improve your chances of engraftment and decrease your risk of graft versus host disease. You may receive ATG 3 times during your transplant regimen on days ‰ÛÒ3 through days ‰ÛÒ1 in addition to your pre-transplant conditioning therapy. Methylprednisolone will also be given during each dose of ATG to help reduce any reactions during infusion."
NCT00281879,Phase 2,3/1/08,Early termination,NA,523380,0.694444444,25,36,NA,NA,Busulfan and Cyclophosphamide (Cytoxan),"On admission day, you will start to take a drug called Dilantin, which is used to help prevent seizures while you receive your chemotherapy drugs. You will also start to take a drug called allopurinol,which helps to protect your kidneys as your body works to discharge cells killed off by your chemotherapy and TBI. Allopurinol tablets will be given to you by mouth up to three times a day for 7 days. You will begin the therapy with a drug called busulfan. This medicine is take by mouth four times per day for four days. After the oral busulfan treatment, you will receive two doses of cyclophosphamide over 2 hours by vein (through a small tube leading into the bloodstream). When you are given cyclophosphamide, you will also be given a medication called MESNA to help protect your bladder from damage. Subjects undergoing the Busulfan and Cyclophosphamide regimen will not have total body irradiation (TBI)."
NCT00281879,Phase 2,3/1/08,Early termination,NA,523377,0.833333333,5,6,NA,NA,"Busulfan, Cyclophosphamide, and Fludarabine (Pediatric Only)","On the day of your admission you will start to take a drug called Dilantin which is used to help prevent seizures while you receive your chemotherapy drugs. You will also start to take a drug called allopurinol which helps to protect your kidneys as your body works to discharge cells killed off by your chemotherapy and TBI. On the next day, you will then begin your conditioning therapy with a drug called busulfan. This medicine will be given to you by an infusion into your bloodstream through a small tube in the vein of your arm four times per day for four days. After the busulfan treatment, you will receive 4 doses each of two drugs, cyclophosphamide (also known as Cytoxan) and fludarabine, over 2 hours into your vein."
NCT00295880,Phase 1/Phase 2,8/1/08,"This study was terminated early based on interim statistical analysis that indicated time to engraftment will not be improved compared to historical controls. While safe, lack of faster marrow recovery supports early discontinuation.",Time to engraftment would not be improved compared to historical controls.,518911,0.416666667,5,12,NA,NA,Umbilical Cord Blood Transplant Patients,Patients with high-risk hematologic malignancy transplanted with umbilical cord blood via direct marrow injection.
NCT00313612,Phase 2,12/1/12,NA,NA,513135,0.736842105,14,19,NA,NA,Treatment Stratum I (Oxaliplatin Plus Topotecan),"Patients receive oxaliplatin IV over 2 hours on days 1 and 15 and topotecan IV continuously on days 1-14. Treatment repeats every 28 days for up to 6 courses in the absence of disease progression or unacceptable toxicity. After completion of study treatment, patients are followed at 30 days.oxaliplatin: Given IVtopotecan: Given IV"
